"","OBJECTID_12","Join_Count","TARGET_FID","Join_Count_1","TARGET_FID_1","Survey","Age","Age_Bin","Gender","Education","Income","Race","RaisedCity","RaisedStat","Latitude","Longitude","RaisedYear","F1002","F1007","F1009","F1014_1","F1016_1","F1017","F1018","F1018_1","F1019","F1019_1","F1020","F1020_1","F1021","F1021_1","F1022","F1023","F1024","F1024_1","F1025","F1025_1","F1026","F1026_1","F1027","F1027_1","F1029","F1030","F1032","F1033","F1034","F1035","F1038","F1039","F1039_1","F1040","F1041","F1042","F1043","F1045","F1047","F1048","F1049","F1054","F1060","F1060_1","F1061","F1062","F1063","F1064","F1065","F1066","F1067","F1068","F1068_1","F1069","F1070","F1070_1","F1071","F1072","F1072_1","F1073","F1073_1","F1074","F1075","F1076","F1077","F1078","F1079","F1079_1","F1080","F1081","F1082","F1083","F1084","F1085","F1086","F1087","F1088","F1089","F1090","F1091","F1092","F1093","F1094","F1095","F1096","F1097","F1098","F1099","F1100","F1101","F1102","F1103","F1113","F1114","F1115","F1116","F1117","F1118","F1118_1","F1119","F1120","F1121","F1122","F1123","F1124","F1125","F1126","F1127","F1128","F1129","F1130","F1134","F1135","F1136","F1138","F1140","F1141","F1142","F1143","F1144","F1145","F1146","F1147","F1148","F1149","F1150","F1151","F1152","F1153","F1154","F1155","F1156","F1157","F1158","F1159","F1160","F1161","F1162","F1163","F1164","F1165","F1167","F1169","F1170","F1171","F1172","F1173","F1174","F1175","F1176","F1177","F1178","F1179","F1180","F1181","F1182","F1183","F1201","F1202","F1203","F1204","F1205","F1206","F1207","F1208","F1209","F1210","F1211","F1212","F1213","F1214","F1215","F1216","F1217","F1218","F1219","F1220","F1221","F1222","F1223","F1224","F1225","F1226","F1227","F1228","F1229","F1230","F1231","F1232","F1233","F1240","F1241","F1242","F1249","F1250","F1251","F1258","F1259","F1260","F1267","F1268","F1269","F1276","F1277","F1278","F1285","F1286","F1287","F1294","F1295","F1296","F1302","F1303","F1304","F1305","F1306","F1307","F1308","F1309","F1310","F1311","F1312","F1313","1314","1324","1334","1318","1325","1335","1333","1317","1326","1336","1315","1327","1337","1343","1316","1328","1338","1319","1329","1339","1320","1330","1340","1323","1321","1331","1341","1322","1332","1342","1019.1","1079.1","1020.1","1027.1","1060.1","1018.1","1021.1","1025.1","1026.1","1024.1","personid","responseID","NumberJudg","CG_Min","CU_Max","Min_Max_Di","CG_Score","CU_Score","C_Sum_Disc","Controls_D","Completion","Geography_","Discard_","StartDate","EndDate","StatusResp","IPaddress","DurationSe","Finished","RecordedDa","UserLang","Consent","GenderOthe","RaceOther","nLangs","Langs","MoCity","MoState","MoCountry","FaCity","FaState","FaCountry","CuCity","CuState","TimeCu","MoLon","MoLat","FaLon","FaLat","CuLon","CuLat","Id","Input_FID","Row_Labels","Region_Nam","Field5","Field6","Field7","Field8","Field9","Field10","OBJECTID_1","SHAPE_Leng","Dialect_Re","Shape_Le_1","Region","Sub_Region","SubSub_Reg","OBJECTID_2","OBJECTID","NAME","STATE_NAME","STATE_FIPS","CNTY_FIPS","FIPS","POPULATION","POP_SQMI","POP2010","POP10_SQMI","WHITE","BLACK","AMERI_ES","ASIAN","HAWN_PI","HISPANIC","OTHER","MULT_RACE","MALES","FEMALES","AGE_UNDER5","AGE_5_9","AGE_10_14","AGE_15_19","AGE_20_24","AGE_25_34","AGE_35_44","AGE_45_54","AGE_55_64","AGE_65_74","AGE_75_84","AGE_85_UP","MED_AGE","MED_AGE_M","MED_AGE_F","HOUSEHOLDS","AVE_HH_SZ","HSEHLD_1_M","HSEHLD_1_F","MARHH_CHD","MARHH_NO_C","MHH_CHILD","FHH_CHILD","FAMILIES","AVE_FAM_SZ","HSE_UNITS","VACANT","OWNER_OCC","RENTER_OCC","NO_FARMS12","AVE_SIZE12","CROP_ACR12","AVE_SALE12","SQMI","Shape__Are","Shape__Len","UACE10","GEOID10","NAME10","NAMELSAD10","LSAD10","MTFCC10","UATYP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
"158",5159,1,5159,1,5159,13,"35","31-40","Male","bachelor's","75000","black","Albuquerque","New Mexico","35.08423","-106.64905","35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,3,3,4,4,4,4,3,4,3,4,3,4,4,3,3,4,4,4,3,3,4,4,3,5,4,4,4,4,3,4,3,4,3,4,3,"R_2WU2PgWoCNoB8nI Survey 13","R_2WU2PgWoCNoB8nI",47,"3","4","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-31 14:31:41","2021-03-31 14:38:19","IP Address","73.127.130.141","397","1","2021-03-31 14:38:20","EN","I agree.","NA","NA","1","english","NA","NA","NA","NA","NA","NA","Albuquerque","New Mexico","35","NA","NA","NA","NA","-106.64905","35.08423",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Albuquerque","New Mexico","35","1","35001","690312","591.4","662564","567.7","459660","19652","31744","15525","695","317089","105847","29441","324460","338104","45277","44604","42933","45501","49700","96086","84138","94130","79181","43975","26058","10981","35.9","34.6","37.2","266000","2.45","38000","42774","48696","61367","10334","24752","164104","3.07","284234","18234","167995","98005","1248","177","6476","7466","1167.17","0.297002215479166","2.69655617909643","1171","1171","Albuquerque, NM","Albuquerque, NM Urbanized Area","75","G3500","U","S","650730090","8152536","35.1433668","-106.6281382"
"159",5160,1,5160,1,5160,13,"48","41-50","Male","bachelor's","62500","white","El Paso","Texas","31.75917","-106.48749","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,3,4,3,3,3,4,4,3,3,3,4,4,3,4,3,4,4,4,3,4,3,4,4,4,3,4,4,3,3,4,4,3,4,4,4,"R_3MyuHKMQ9JbFjUt Survey 13","R_3MyuHKMQ9JbFjUt",47,"3","4","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-22 20:59:15","2021-03-22 21:06:20","IP Address","108.220.21.4","424","1","2021-03-22 21:06:21","EN","I agree.","NA","NA","3","english, three","Austin","Texas","Travis","El Paso","Texas","NA","El Paso","Texas","6","-97.74299","30.26759","-106.48749","31.75917","-106.48749","31.75917",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","El Paso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27253","27253","El Paso, TX--NM","El Paso, TX--NM Urbanized Area","75","G3500","U","S","649173534","2794932","31.7802389","-106.3890313"
"160",5161,1,5161,1,5161,13,"24","18-30","Male","bachelor's","62500","amerindian,white","Fort Collins","Colorado","40.58147","-105.07662","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,5,1,1,5,1,1,4,4,1,2,4,1,1,5,3,5,2,5,2,1,2,5,2,4,1,2,1,1,1,5,5,5,5,5,"R_28zFeFA5kZsAdJB Survey 13","R_28zFeFA5kZsAdJB",47,"5","2","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-26 21:10:41","2021-03-26 21:18:14","IP Address","24.9.82.6","453","1","2021-03-26 21:18:17","EN","I agree.","NA","NA","1","english","Ocean City","Maryland","Worcester","Omaha","Nebraska","Douglas","Fort Collins","Colorado","17","-75.08436","38.335","-95.94026","41.26068","-105.07662","40.58147",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Fort Collins","Colorado","8","69","8069","351860","133.6","299630","113.8","271267","2500","2206","5800","224","31628","9728","7905","148637","150993","17554","18018","17550","22754","29975","42131","36565","42567","36975","19814","10898","4829","35.5","34.4","36.7","120295","2.42","14035","17152","25019","35301","2799","6474","74993","2.94","132722","12427","78741","41554","2043","236","98639","73772","2633.94","0.737699436850191","3.72833637157939","30628","30628","Fort Collins, CO","Fort Collins, CO Urbanized Area","75","G3500","U","S","282384907","16292643","40.4995447","-105.0588356"
"161",5162,1,5162,1,5162,13,"39","31-40","Male","bachelor's","37500","white","Denver","Colorado","39.74001","-104.99202","39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,5,3,1,4,4,3,3,4,3,4,4,1,3,3,3,4,2,3,3,4,1,5,4,2,2,3,1,5,1,1,1,5,5,2,5,5,"R_p5zsONpfNXPUA8x Survey 13","R_p5zsONpfNXPUA8x",47,"2","5","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-23 08:11:44","2021-03-23 08:17:27","IP Address","71.60.112.107","342","1","2021-03-23 08:17:30","EN","I agree.","NA","NA","1","english","Denver","Colorado","Denver","Denver","Colorado","Denver","Denver","Colorado","39","-104.99202","39.74001","-104.99202","39.74001","-104.99202","39.74001",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Denver","Colorado","8","31","8031","714848","4621.2","600158","3879.7","413696","61435","8237","20433","607","190965","71191","24559","300089","300069","43515","37371","30365","32275","47688","122830","89763","72476","61743","32153","20359","9620","33.8","33.6","34","263107","2.22","51652","55176","40412","45335","6238","18398","125004","3.15","285797","22690","131529","131578","12","11","43","0","154.69","0.0425118712796078","1.70487192889996","23527","23527","Denver--Aurora, CO","Denver--Aurora, CO Urbanized Area","75","G3500","U","S","1726447211","37798665","39.7107736","-104.9550955"
"162",5163,1,5163,1,5163,13,"55","51-60","Female","graduate","12500","white","Denver","Colorado","39.74001","-104.99202","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,"R_2q3hkF3qpGz7TUp Survey 13","R_2q3hkF3qpGz7TUp",47,"5","1","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-26 04:31:49","2021-03-26 04:43:16","IP Address","67.173.241.184","687","1","2021-03-26 04:43:19","EN","I agree.","NA","NA","1","english","NA","NA","NA","NA","NA","NA","Denver","Colorado","48","NA","NA","NA","NA","-104.99202","39.74001",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Denver","Colorado","8","31","8031","714848","4621.2","600158","3879.7","413696","61435","8237","20433","607","190965","71191","24559","300089","300069","43515","37371","30365","32275","47688","122830","89763","72476","61743","32153","20359","9620","33.8","33.6","34","263107","2.22","51652","55176","40412","45335","6238","18398","125004","3.15","285797","22690","131529","131578","12","11","43","0","154.69","0.0425118712796078","1.70487192889996","23527","23527","Denver--Aurora, CO","Denver--Aurora, CO Urbanized Area","75","G3500","U","S","1726447211","37798665","39.7107736","-104.9550955"
"163",5164,1,5164,1,5164,13,"40","31-40","Male","bachelor's","1e+05","white","Denver","Colorado","39.74001","-104.99202","20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,3,1,2,1,1,2,4,1,1,4,2,1,3,1,1,3,4,1,4,2,1,1,4,1,5,1,1,1,5,5,3,5,5,"R_2UX8cyNmpokw1pB Survey 13","R_2UX8cyNmpokw1pB",47,"3","5","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-22 10:58:00","2021-03-22 11:04:50","IP Address","98.34.163.73","409","1","2021-03-22 11:04:50","EN","I agree.","NA","NA","2","english, itaian","San Antonio","Texas","Bexar","NA","NA","NA","Houston","Texas","5","-98.49461","29.42458","NA","NA","-95.36953","29.76079",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Denver","Colorado","8","31","8031","714848","4621.2","600158","3879.7","413696","61435","8237","20433","607","190965","71191","24559","300089","300069","43515","37371","30365","32275","47688","122830","89763","72476","61743","32153","20359","9620","33.8","33.6","34","263107","2.22","51652","55176","40412","45335","6238","18398","125004","3.15","285797","22690","131529","131578","12","11","43","0","154.69","0.0425118712796078","1.70487192889996","23527","23527","Denver--Aurora, CO","Denver--Aurora, CO Urbanized Area","75","G3500","U","S","1726447211","37798665","39.7107736","-104.9550955"
"164",5165,1,5165,1,5165,13,"31","31-40","Male","bachelor's","50000","white","Denver","Colorado","39.74001","-104.99202","27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,2,5,4,4,5,4,2,2,5,4,4,4,4,4,4,4,2,4,2,2,2,4,3,1,4,5,4,2,1,1,2,4,5,2,4,4,"R_UbGZayTdRAHO3gB Survey 13","R_UbGZayTdRAHO3gB",47,"2","4","NA","NA","NA","NA","NA","NA","NA","NA","2020-11-10 16:32:53","2020-11-10 16:57:41","IP Address","64.145.93.138","1487","1","2020-11-10 16:57:42","EN","I agree.","NA","NA","1","english","Denver","Colorado","Denver","San Jose","California","Santa Clara","Denver","Colorado","9","-104.99202","39.74001","-121.88542","37.33866","-104.99202","39.74001",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Denver","Colorado","8","31","8031","714848","4621.2","600158","3879.7","413696","61435","8237","20433","607","190965","71191","24559","300089","300069","43515","37371","30365","32275","47688","122830","89763","72476","61743","32153","20359","9620","33.8","33.6","34","263107","2.22","51652","55176","40412","45335","6238","18398","125004","3.15","285797","22690","131529","131578","12","11","43","0","154.69","0.0425118712796078","1.70487192889996","23527","23527","Denver--Aurora, CO","Denver--Aurora, CO Urbanized Area","75","G3500","U","S","1726447211","37798665","39.7107736","-104.9550955"
"165",5166,1,5166,1,5166,13,"27","18-30","Male","bachelor's","62500","white","Denver","Colorado","39.74001","-104.99202","22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,1,1,1,1,3,1,3,5,1,1,1,1,1,1,1,3,2,3,1,3,1,1,3,3,1,5,3,3,1,5,5,3,3,5,"R_V5dGEfb8by7DLJn Survey 13","R_V5dGEfb8by7DLJn",47,"3","5","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-23 12:45:07","2021-03-23 12:52:05","IP Address","158.247.38.242","417","1","2021-03-23 12:52:06","EN","I agree.","NA","NA","2","english, spanish","Denver","Colorado","Denver","NA","NA","NA","Montgomery","Alabama","5","-104.99202","39.74001","NA","NA","-86.30008","32.38015",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Denver","Colorado","8","31","8031","714848","4621.2","600158","3879.7","413696","61435","8237","20433","607","190965","71191","24559","300089","300069","43515","37371","30365","32275","47688","122830","89763","72476","61743","32153","20359","9620","33.8","33.6","34","263107","2.22","51652","55176","40412","45335","6238","18398","125004","3.15","285797","22690","131529","131578","12","11","43","0","154.69","0.0425118712796078","1.70487192889996","23527","23527","Denver--Aurora, CO","Denver--Aurora, CO Urbanized Area","75","G3500","U","S","1726447211","37798665","39.7107736","-104.9550955"
"166",5167,1,5167,1,5167,13,"31","31-40","Male","associate","25000","white","Denver","Colorado","39.74001","-104.99202","31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,4,3,4,4,2,3,2,2,2,2,2,3,3,4,2,2,4,4,4,4,2,3,3,2,2,2,1,5,3,3,2,3,4,2,3,3,"R_2SHUtFAeaNUX2c1 Survey 13","R_2SHUtFAeaNUX2c1",47,"2","5","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-22 16:49:41","2021-03-22 16:54:45","IP Address","73.56.21.167","304","1","2021-03-22 16:54:46","EN","I agree.","NA","NA","1","english","Denver","Colorado","Denver","Denver","Colorado","Denver","Denver","Colorado","31","-104.99202","39.74001","-104.99202","39.74001","-104.99202","39.74001",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Denver","Colorado","8","31","8031","714848","4621.2","600158","3879.7","413696","61435","8237","20433","607","190965","71191","24559","300089","300069","43515","37371","30365","32275","47688","122830","89763","72476","61743","32153","20359","9620","33.8","33.6","34","263107","2.22","51652","55176","40412","45335","6238","18398","125004","3.15","285797","22690","131529","131578","12","11","43","0","154.69","0.0425118712796078","1.70487192889996","23527","23527","Denver--Aurora, CO","Denver--Aurora, CO Urbanized Area","75","G3500","U","S","1726447211","37798665","39.7107736","-104.9550955"
"167",5168,1,5168,1,5168,13,"41","41-50","Female","graduate","37500","white","Denver","Colorado","39.74001","-104.99202","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,3,5,4,5,3,5,5,2,5,5,5,2,5,5,2,5,4,5,5,5,3,5,4,3,4,5,3,4,2,1,3,5,5,5,5,5,"R_1IEMlhWSGdSZxEi Survey 13","R_1IEMlhWSGdSZxEi",47,"5","4","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-26 12:48:21","2021-03-26 12:59:45","IP Address","198.255.247.221","684","1","2021-03-26 12:59:47","EN","I agree.","NA","NA","1","english","NA","NA","NA","NA","NA","NA","Portland","Maine","6","NA","NA","NA","NA","-70.25668","43.65915",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Denver","Colorado","8","31","8031","714848","4621.2","600158","3879.7","413696","61435","8237","20433","607","190965","71191","24559","300089","300069","43515","37371","30365","32275","47688","122830","89763","72476","61743","32153","20359","9620","33.8","33.6","34","263107","2.22","51652","55176","40412","45335","6238","18398","125004","3.15","285797","22690","131529","131578","12","11","43","0","154.69","0.0425118712796078","1.70487192889996","23527","23527","Denver--Aurora, CO","Denver--Aurora, CO Urbanized Area","75","G3500","U","S","1726447211","37798665","39.7107736","-104.9550955"
